grid_cell_id,latitude,longitude,spatial_block_id,spatial_block_name,elevation_m,slope_deg,static_susceptibility_P_S,dynamic_trigger_P_D,coupled_risk_score,alert_tier_code,alert_tier_name,alert_color_hex,recommended_action
CELL_MEG_0129,25.07969,91.48277,2,West Khasi Block,964.6,20.5,0.0874,0.6284,0.0549,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0130,25.25775,91.70461,3,East Khasi Block,1414.9,28.8,0.041,0.6284,0.0257,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0131,25.90169,92.81611,4,Ri-Bhoi Block,424.3,22.9,0.0302,0.6284,0.019,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0132,25.21599,91.3415,2,West Khasi Block,962.3,33.8,0.0225,0.6284,0.0141,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0133,25.19483,91.95808,3,East Khasi Block,1321.7,26.6,0.0181,0.6284,0.0114,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0134,25.22309,92.35766,5,Jaintia Hills Block,1121.9,31.4,0.0441,0.6284,0.0277,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0135,25.35854,91.44442,2,West Khasi Block,1110.0,18.4,0.0305,0.6284,0.0192,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0136,25.16518,90.91134,1,Garo Hills Block,353.4,21.4,0.0052,0.6284,0.0033,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0137,25.45115,90.04138,1,Garo Hills Block,39.5,35.5,0.0187,0.6284,0.0117,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0138,25.26271,91.58637,2,West Khasi Block,1231.7,31.9,0.0308,0.6284,0.0193,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0139,25.63401,91.42834,2,West Khasi Block,1159.4,30.3,0.0889,0.6284,0.0558,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0140,25.16563,91.28008,2,West Khasi Block,803.5,19.1,0.0271,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0141,25.22695,90.16429,1,Garo Hills Block,125.9,26.6,0.0361,0.6284,0.0227,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0142,26.00314,92.32515,4,Ri-Bhoi Block,899.2,18.9,0.0274,0.6284,0.0172,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0143,25.57775,91.92089,3,East Khasi Block,1745.3,24.6,0.2033,0.6284,0.1277,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0144,25.62788,91.35832,2,West Khasi Block,1098.9,33.8,0.034,0.6284,0.0213,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0145,25.12833,89.84772,1,Garo Hills Block,37.5,20.8,0.0177,0.6284,0.0111,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0146,25.02005,91.56518,2,West Khasi Block,1051.0,30.9,0.028,0.6284,0.0176,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0147,26.09844,91.89508,4,Ri-Bhoi Block,1043.9,34.6,0.0356,0.6284,0.0224,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0148,25.44761,91.60704,3,East Khasi Block,1440.9,35.3,0.1046,0.6284,0.0657,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0149,25.51677,92.77653,5,Jaintia Hills Block,559.8,18.3,0.2327,0.6284,0.1462,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0150,25.67593,91.56236,4,Ri-Bhoi Block,1452.1,29.8,0.1073,0.6284,0.0674,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0151,25.5904,92.00998,5,Jaintia Hills Block,1675.8,17.9,0.2788,0.6284,0.1752,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0152,25.68578,91.50181,4,Ri-Bhoi Block,1292.4,23.8,0.1722,0.6284,0.1082,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0153,25.9484,90.77561,1,Garo Hills Block,160.6,19.9,0.0053,0.6284,0.0033,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0154,25.0729,90.97738,1,Garo Hills Block,487.5,21.3,0.0535,0.6284,0.0336,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0155,25.92756,92.13294,4,Ri-Bhoi Block,1215.6,27.7,0.022,0.6284,0.0138,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0156,25.20867,91.25746,2,West Khasi Block,771.7,24.5,0.0231,0.6284,0.0145,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0157,25.77921,90.68347,1,Garo Hills Block,127.4,16.1,0.025,0.6284,0.0157,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0158,25.7173,90.90677,1,Garo Hills Block,510.7,23.8,0.0375,0.6284,0.0236,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0159,25.73974,91.19366,4,Ri-Bhoi Block,859.3,17.7,0.0739,0.6284,0.0464,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0160,25.1053,91.01434,2,West Khasi Block,499.2,18.0,0.0287,0.6284,0.018,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0161,25.76338,92.20076,4,Ri-Bhoi Block,1306.7,21.1,0.0323,0.6284,0.0203,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0162,25.1192,90.74944,1,Garo Hills Block,141.2,16.2,0.0125,0.6284,0.0078,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0163,25.66395,89.82047,1,Garo Hills Block,25.0,35.1,0.0221,0.6284,0.0139,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0164,25.39586,90.2855,1,Garo Hills Block,100.2,28.6,0.027,0.6284,0.017,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0165,25.79265,90.90063,1,Garo Hills Block,409.0,22.6,0.0193,0.6284,0.0121,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0166,25.20457,90.64135,1,Garo Hills Block,25.0,29.1,0.0209,0.6284,0.0132,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0167,25.08023,89.90598,1,Garo Hills Block,25.0,20.7,0.0505,0.6284,0.0317,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0168,25.64438,92.18629,5,Jaintia Hills Block,1458.2,34.1,0.045,0.6284,0.0283,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0169,25.75953,91.68215,4,Ri-Bhoi Block,1445.2,20.6,0.0765,0.6284,0.0481,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0170,25.32858,90.07332,1,Garo Hills Block,59.0,24.2,0.0474,0.6284,0.0298,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0171,25.41882,92.29375,5,Jaintia Hills Block,1233.8,24.1,0.0257,0.6284,0.0162,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0172,26.02317,90.35335,1,Garo Hills Block,103.3,28.6,0.0189,0.6284,0.0119,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0173,25.63511,92.01406,5,Jaintia Hills Block,1589.5,24.9,0.1325,0.6284,0.0833,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0174,25.89689,92.43618,4,Ri-Bhoi Block,935.9,33.0,0.0332,0.6284,0.0209,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0175,25.11701,91.88535,3,East Khasi Block,1269.9,24.6,0.0216,0.6284,0.0136,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0176,25.03957,91.68477,3,East Khasi Block,1040.6,31.9,0.0555,0.6284,0.0349,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0177,25.18,90.49452,1,Garo Hills Block,110.1,21.5,0.0207,0.6284,0.013,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0178,26.08442,91.57115,4,Ri-Bhoi Block,970.4,31.6,0.0191,0.6284,0.012,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0179,25.10487,89.90496,1,Garo Hills Block,25.0,16.7,0.0262,0.6284,0.0165,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0180,25.38778,92.06584,5,Jaintia Hills Block,1430.6,21.3,0.0605,0.6284,0.038,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0181,25.26751,91.89166,3,East Khasi Block,1417.5,33.7,0.0595,0.6284,0.0374,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0182,25.26263,91.52215,2,West Khasi Block,1187.7,25.1,0.0282,0.6284,0.0177,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0183,25.4958,91.70167,3,East Khasi Block,1644.9,24.9,0.1926,0.6284,0.121,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0184,25.22303,91.52708,2,West Khasi Block,1132.3,26.6,0.0207,0.6284,0.013,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0185,25.15296,91.2741,2,West Khasi Block,803.2,16.9,0.0413,0.6284,0.026,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0186,25.95416,91.27824,4,Ri-Bhoi Block,888.7,16.9,0.0336,0.6284,0.0211,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0187,25.54808,90.03039,1,Garo Hills Block,25.0,22.9,0.0337,0.6284,0.0212,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0188,25.92114,90.96909,1,Garo Hills Block,477.6,19.5,0.0208,0.6284,0.0131,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0189,25.04915,89.88502,1,Garo Hills Block,25.0,27.3,0.0153,0.6284,0.0096,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0190,25.44658,91.84275,3,East Khasi Block,1696.4,32.9,0.0929,0.6284,0.0584,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0191,25.55075,92.06129,5,Jaintia Hills Block,1668.2,16.0,0.2655,0.6284,0.1669,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0192,25.50606,89.83182,1,Garo Hills Block,118.8,27.1,0.0248,0.6284,0.0156,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0193,25.99096,92.14421,4,Ri-Bhoi Block,1158.5,25.0,0.0975,0.6284,0.0613,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0194,26.01831,92.14192,4,Ri-Bhoi Block,1121.2,29.0,0.0507,0.6284,0.0318,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0195,25.57606,91.62674,3,East Khasi Block,1468.7,25.5,0.1622,0.6284,0.102,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0196,25.81487,91.65645,4,Ri-Bhoi Block,1365.5,29.3,0.3202,0.6284,0.2012,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0197,25.56385,91.85779,3,East Khasi Block,1765.7,22.8,0.2731,0.6284,0.1716,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0198,25.71409,91.58494,4,Ri-Bhoi Block,1445.2,26.4,0.1763,0.6284,0.1108,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0199,25.24106,91.13979,2,West Khasi Block,782.1,34.4,0.0127,0.6284,0.008,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0200,25.19105,91.00827,2,West Khasi Block,500.6,22.6,0.0209,0.6284,0.0131,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0201,25.1924,90.78131,1,Garo Hills Block,309.6,26.6,0.0108,0.6284,0.0068,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0202,25.63172,91.1508,2,West Khasi Block,794.6,31.8,0.089,0.6284,0.0559,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0203,25.91935,92.18813,4,Ri-Bhoi Block,1178.5,28.1,0.0331,0.6284,0.0208,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0204,25.3528,90.55329,1,Garo Hills Block,40.0,23.1,0.0671,0.6284,0.0421,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0205,25.49247,89.99322,1,Garo Hills Block,25.0,26.2,0.0224,0.6284,0.0141,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0206,25.21764,91.65373,3,East Khasi Block,1283.3,34.2,0.0309,0.6284,0.0194,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0207,25.93934,90.96182,1,Garo Hills Block,487.6,16.7,0.0411,0.6284,0.0258,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0208,25.02204,91.59395,2,West Khasi Block,1073.7,34.2,0.0278,0.6284,0.0174,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0209,25.07167,91.78656,3,East Khasi Block,1127.3,22.5,0.057,0.6284,0.0358,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0210,25.38415,92.4795,5,Jaintia Hills Block,1035.0,23.3,0.451,0.6284,0.2834,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0211,25.10384,90.972,1,Garo Hills Block,475.3,16.1,0.0464,0.6284,0.0292,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0212,25.98898,90.65096,1,Garo Hills Block,124.7,19.6,0.0458,0.6284,0.0288,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0213,25.94892,90.98606,1,Garo Hills Block,515.8,15.4,0.1038,0.6284,0.0652,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0214,25.46717,91.42654,2,West Khasi Block,1237.9,30.8,0.0195,0.6284,0.0122,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0215,25.39624,91.5557,2,West Khasi Block,1413.0,24.3,0.02,0.6284,0.0126,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0216,25.42431,91.41405,2,West Khasi Block,1137.5,31.9,0.0183,0.6284,0.0115,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0217,25.06736,90.7083,1,Garo Hills Block,84.4,22.3,0.0189,0.6284,0.0119,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0218,25.56484,90.71816,1,Garo Hills Block,228.9,14.5,0.1739,0.6284,0.1093,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0219,25.02172,90.78717,1,Garo Hills Block,83.3,31.9,0.0153,0.6284,0.0096,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0220,25.40106,91.45302,2,West Khasi Block,1163.3,23.9,0.0863,0.6284,0.0543,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0221,25.028,91.44446,2,West Khasi Block,833.0,29.7,0.0783,0.6284,0.0492,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0222,25.03549,91.07426,2,West Khasi Block,448.1,34.5,0.0884,0.6284,0.0556,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0223,25.0493,91.05405,2,West Khasi Block,455.2,31.4,0.024,0.6284,0.0151,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0224,25.57311,90.24148,1,Garo Hills Block,45.8,18.6,0.0653,0.6284,0.0411,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0225,25.28414,91.90292,3,East Khasi Block,1467.0,30.8,0.2533,0.6284,0.1592,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0226,25.67591,90.73055,1,Garo Hills Block,202.9,25.4,0.0342,0.6284,0.0215,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0227,25.89317,90.33549,1,Garo Hills Block,25.0,33.8,0.0129,0.6284,0.0081,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0228,25.24172,91.25706,2,West Khasi Block,807.7,26.5,0.0264,0.6284,0.0166,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0229,25.17236,90.759,1,Garo Hills Block,241.7,20.5,0.0144,0.6284,0.009,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0230,25.44432,91.99368,3,East Khasi Block,1630.7,27.1,0.2066,0.6284,0.1298,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0231,25.68182,91.90916,4,Ri-Bhoi Block,1740.8,33.9,0.0433,0.6284,0.0272,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0232,25.90688,89.85102,1,Garo Hills Block,64.0,28.4,0.0127,0.6284,0.008,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0233,25.40181,91.31178,2,West Khasi Block,1065.6,27.4,0.0106,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
